frame,x,y,intensity,string_id,particle_index,offset_index,string_type
115,400.4124092984375,206.897757700594,187.85583964961697,2,0,0,A
116,400.63385727643634,206.9917850647699,187.85583964961697,2,0,0,A
117,400.3749898004227,207.04691316119718,187.85583964961697,2,0,0,A
118,400.35522156392597,206.93819506920676,187.85583964961697,2,0,0,A
119,400.3881613936276,207.09322490561135,187.85583964961697,2,0,0,A
120,400.446157444502,207.09555518298973,187.85583964961697,2,0,0,A
0,398.39574967941894,205.10353575830692,405.5652291405079,2,1,1,A
1,399.13430654935445,204.75608726911642,405.5652291405079,2,1,1,A
2,399.62097365408806,204.87433252587886,405.5652291405079,2,1,1,A
3,400.1076407588217,204.9925777826413,405.5652291405079,2,1,1,A
4,400.5943078635553,205.11082303940373,405.5652291405079,2,1,1,A
5,401.0809749682889,205.22906829616616,405.5652291405079,2,1,1,A
6,401.5676420730225,205.3473135529286,405.5652291405079,2,1,1,A
7,402.0543091777561,205.465558809691,405.5652291405079,2,1,1,A
8,402.54097628248974,205.58380406645347,405.5652291405079,2,1,1,A
9,403.0276433872234,205.7020493232159,405.5652291405079,2,1,1,A
10,403.51431049195696,205.82029457997834,405.5652291405079,2,1,1,A
11,404.0009775966906,205.93853983674074,405.5652291405079,2,1,1,A
12,404.4876447014242,206.05678509350318,405.5652291405079,2,1,1,A
13,404.9743118061578,206.17503035026564,405.5652291405079,2,1,1,A
14,405.4609789108914,206.29327560702805,405.5652291405079,2,1,1,A
15,405.947646015625,206.41152086379049,405.5652291405079,2,1,1,A
16,406.43431312035864,206.52976612055295,405.5652291405079,2,1,1,A
17,406.92098022509225,206.64801137731536,405.5652291405079,2,1,1,A
18,407.40764732982586,206.7662566340778,405.5652291405079,2,1,1,A
19,407.8943144345595,206.88450189084023,405.5652291405079,2,1,1,A
20,408.3809815392931,207.00274714760266,405.5652291405079,2,1,1,A
21,408.4535737231806,207.14359738279956,405.5652291405079,2,1,1,A
22,408.2446587159446,206.95354022467873,405.5652291405079,2,1,1,A
23,408.33645220879157,206.97143907884475,405.5652291405079,2,1,1,A
24,408.1385580277656,206.991987538113,405.5652291405079,2,1,1,A
25,408.0904642126055,207.0314564873925,405.5652291405079,2,1,1,A
26,408.4336663108201,207.06148938160987,405.5652291405079,2,1,1,A
27,408.25947337290853,207.09725192943824,405.5652291405079,2,1,1,A
28,408.2935908123781,206.87906443235133,405.5652291405079,2,1,1,A
29,408.28199864196506,206.91704332145324,405.5652291405079,2,1,1,A
30,408.3973324831275,207.08434821800816,405.5652291405079,2,1,1,A
31,408.16997593474593,206.9478194438364,405.5652291405079,2,1,1,A
32,408.47037870442233,207.02236664187907,405.5652291405079,2,1,1,A
33,408.4311588682398,206.8522800506443,405.5652291405079,2,1,1,A
34,408.4758552806068,206.84585273015284,405.5652291405079,2,1,1,A
35,408.39998868569603,207.13887288669147,405.5652291405079,2,1,1,A
36,408.56891657827776,207.0539008026073,405.5652291405079,2,1,1,A
37,408.4690784594889,206.94211398418548,405.5652291405079,2,1,1,A
38,408.3328371260695,207.11968948474143,405.5652291405079,2,1,1,A
39,408.3811421775403,206.99001576521655,405.5652291405079,2,1,1,A
40,408.2399257292744,207.01780624539214,405.5652291405079,2,1,1,A
41,408.44556788000136,206.92333020007862,405.5652291405079,2,1,1,A
42,408.3302735570482,207.16079280720476,405.5652291405079,2,1,1,A
43,408.398808154208,206.97388778304415,405.5652291405079,2,1,1,A
44,408.26728326035914,206.94078924447456,405.5652291405079,2,1,1,A
45,408.35598191418893,207.13965993272404,405.5652291405079,2,1,1,A
46,408.3199320694749,207.18218072434928,405.5652291405079,2,1,1,A
47,408.288112757598,206.96698846712005,405.5652291405079,2,1,1,A
